id,sentence1,label
5310,When I won the best prize in the National science fair .,joy
4159,When I triffled with other people .,guilt
7603,"During the exam period I studied in the library alone . A close friend of mine , who is also a classmate , told me that my application for a Japanese inter - cultural exchange programme had been accepted . I was not very sure as I did not know that the list had been declared . I ran to the board and saw that I was really included in the list . I was so excited that I smiled all day long . When I met my classmates and friends I told them the good news . I was so happy that I could not concentrate on my studies .",joy
1705,I had cared for a horse for 2 years . One day it was sold and I cried for several days because I was so sad .,sadness
6184,"Once I was very frightened at night as I had a very fearful and terrifying dream , I could not go back to sleep for a long time .",fear
4679,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter . I realized this before I handed over the coin , but the man called me a thief and called a witness .",anger
682,"When I was touring Asia with my present football team , I saw old Europeans with young asiatic prostitutes .",disgust
132,"When my father and I worked on the house just after he had recovered from illness , I was rather lazy . This meant that he had to work hard and was not very well later .",guilt
7478,"My friend and I had offended our classmate unintenionally . We wanted to apologize to her so we decided to visit her . We knew that she was stubborn so we were frightened . When we rang her door bell , our fear was at it ' s climax",fear
12,When I could not remember what to say about a presentation task at an accounts meeting .,shame
4252,I was walking along a subway when I saw a group of louts . I was rather afraid because I was alone .,fear
2549,"I am always sad when my boyfriend goes away . He lives and studies in an other city . We have gone steady for 2 and 1 / 2 years and everything is going very well , but sometime this situation makes me feel bad and very lonely .",sadness
2907,"I am a sportwoman as well . I felt joy when after an year of practice , at a contest , I covered the norms for "" a master of sports "" .",joy
863,"Outside a night club , a grown man was sitting on top of a younger woman , beating her up .",disgust
6570,I was dancing Malipenga ( traditional dance ) . I exaggerated the steps I was supposed to make in the negative way . This happened in front of spectators . It was bad for our Boma ( group ) because I was on the front line where ability is displayed and it is this ability that counts when choosing the winning side .,disgust
5824,I felt sad when my boyfriend and I were apart for some time .,sadness
2212,Winning Queensland Chess Championship .,joy
535,[ No response . ],disgust
6052,I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others .,anger
3005,I was totally unprepared for a seminar conducted by an assistant professor whom I highly respect .,shame
1303,"Without my permission , my son had made popcorn after coming back from school . The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?",anger
2838,The last time I felt it was when I was coming home late at night .,fear
7564,When I found that my ability to do ordinary work was worse than my fellow mates .,sadness
5304,When I took the first year university exams and made a lot of mistakes in the P110 exam . I was afraid of failing and thus being unable to go to the school of medicine .,fear
705,"Having failed to help with the 5th of March arrangements ( Women ' s Day ) , although I had previously promised to take part in the work .",guilt
2131,Not giving up something for Lent .,guilt
4630,"When I was accused by my brother of having stolen a 5 kwatcha note from my mother ' s bag . I was beaten up for this , the money was found later .",anger
950,I was coming home from an exam and I supposed that I had passed it so I ran to a restaurant for a beer .,joy
1598,"Once in my homes yard , I was plaing football with my cousin and in a certain quick the ball went on uncontrolled putting down a bird - cage , killing it .",guilt
4122,When a very dirty class - mate farted in my presence . There was a terrible smell .,disgust
2968,At a prolonged separation with my family .,sadness
2833,"When , for example , I left for the first time my parents and I went to live in Sofia .",sadness
2127,"Getting terrible meals , but paying heaps for them .",anger
7517,One day I felt dizzy during a lecture . When the lecturer asked us as to who had heard the fairy tale - I was the only one who put up his hand and this surprised the whole class .,shame
6688,When my cousin passed away .,sadness
315,My employer took too many aspirins for a bad back and also drank an enormous amount of spirit . This was dangerous and he did not understand that he had done anything wrong .,anger
7577,When I got into a bus I found that my wallet had been stolen . It was not a great loss from the monetary point of view but I lost some documents - identity papers . As a result I had to spend several days in order to get a new one . I will always remember all the work I had to do and the bad treatment I suffered because of the bureaucratic behaviour of the civil servant . I had already had bad luck and they treated me like a criminal . At one point of time I really wanted to quarrel with them .,anger
4777,"When a friend told me that my education had nothing to do with our discussion . This friend has failed the 7th grade , what made me angry was that I had not used my education to argue .",anger
6233,"When I was feeding a premature baby ( 7 months ) , the baby chocked . This was when I was working in children ' s ward I thought I had killed the baby .",fear
5976,"When my husband lied to me , tricked me and when I had to leave my home .",sadness
2695,"I had called a boy who had dated me , and told him that I was ill , while , actually , I didn ' t want to go out with him , later on , he asked me if I was feeling better , then I felt ashamed .",shame
1572,My feelings towards would - be in - laws for their participation in recent broken relationship .,anger
2128,When felt lonely about writing my family .,sadness
5060,When my mum learnt that I had beaten up someone in a fight .,shame
1429,"I came home from a discotheque at half past four in the morning , although I had promised my parents to come home at midnight . From 3 a . m . I felt guilty towards my parents .",guilt
2034,Had a very good friend . We grew apart I found myself running her down to other friends .,shame
3699,"Spending the nitht with close friends , after being away ( out of Nijmegen ) for a while .",joy
7396,I knew a girl so lovely that everyone would like her . But she refused to accept my Christmas present and I tried to forget her .,sadness
5947,"When I was 20 years old , I fell severely ill and was bed - ridden for 6 months . I felt very scared for my health and my studies .",fear
1892,"A friend whom I had gone out of my way to do something for did not bother to acknowledge my efforts , and treated me badly thereafter .",anger
4474,"I was spending the week - end with some friends . We were waiting for another friend and we went to the meet him at the bus stop , a woman we met there told us that the coach had already left . I was afraid that I would not see my friend , but at last we found him .",joy
2789,"My roommate got married and invited me to share a flat with them . But with a young couple there should not be a third person . I am to blame for not following the advise of the others , but it is not late still .",guilt
574,After having considered it for hours I was able to overcome my scruples and to call a friend with whom I had fallen in love . I realized that my decision was right - and was very glad .,joy
2588,"When I passed the whole weekend with my boyfriend , coming back home on Sunday afternoon he met my parents for the first time .",joy
1444,I had the unexpected possibility to see a friend I like very much .,joy
4456,"I received a letter from some friends , who do not live in Madrid , telling me that they would not come on holiday . I had arranged everythiing for them .",sadness
3122,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk . On the next day I felt sort of ashamed when I remembered what I had said and done on the night before .,shame
3660,"My mother was stuck by an apoplectic fit , was hemi - paralyzed and suffered an aphasia .",sadness
3150,Once I had dinner at an elegant restaurant and I did not have enough money to pay the bill . There were a lot of people there and I felt quite awkward .,shame
300,My 2 year old daughter disappeared in a moment of inattention ; I was responsible for her .,fear
4676,"When my mother returned from a holiday , I told her a lie i . e my father had brought another woman home while she was away .",guilt
1945,Blank .,joy
7036,Saw some young people fighting for seats on a bus .,anger
2560,The birth of my daughter .,joy
5621,I went out dancing and found my boyfriend kissing another girl .,anger
1433,"After I had lived with my boyfriend in a foreign country for half a year , I saw that it was impossible for me to stay with him ( for economic reasons ) . We separated although I loved him .",sadness
159,"We were starting a student project , and the teacher we talked to was very negative and not very helpful .",anger
1578,Car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx 1 m and collided ( after rolling twice midair ) into nearby scrub .,fear
1735,I spent an evening with my girl - friend . When we wanted to go to bed I was totally drunk . Next morning I felt rather ashamed .,shame
1081,"A friend of mine was drunk and having an argument on the street with a woman , appparently his girlfriend . I was walking on the other side of the street and thought that I was not supposed to interfere . Later I heard that he had shot himself that evening .",guilt
4597,"When we were young , a friend of mine tried to dissect a frog while we were playing near his home .",disgust
4154,When I go out alone at night .,fear
6369,It was my father ' s birthday party when I was asked to bring a tray of tea and other drinks .,shame
6762,When a boy I hated most in our classroom took my T Jersey from my desk and put it on .,disgust
3390,My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead .,anger
1563,When my mother was tremendous on the phone and we talked for hours . She was in a good mood .,joy
633,When my uncle comes ( 3 times a year ) for the traditional Christmas dinner with my grandparents and other relatives and is very drunk .,disgust
6714,"I felt so afraid when dad fell ill , he had never suffered from that disease since and I had never seen him as he was .",fear
1088,"I "" picked up "" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship .",guilt
2322,"I was very fat , and was ashamed of my body .",shame
6080,When I saw a few people beating a man who seemed to be a stranger .,anger
5719,"When a friend carelessly broke and object in my parent ' s house and did not apologize , or pay , or anything .",anger
625,"When the guy I was in love with told me that he had met someone else and that we would not meet again for a year . Although we did not have a steady relatioship , we were having an affair .",sadness
2569,"And she said absurd things , false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world .",anger
4878,I felt ashamed of myself the first time I drank as nobody in the family drinks . I felt that I had let down my parents and my friends .,shame
3721,Asking someone to give me back the money I once lend him because I needed it myself .,shame
4083,When my father was saved from a severe work accident .,joy
339,"When I made the same mistake that I had accused someone else of , and this was obvious to a third pereson .",shame
46,When I nearly walked on a blindworm and then saw it crawl away .,disgust
210,Forced to fill in a questionnaire .,guilt
3125,I felt fear when I fell down and broke my leg into pieces and I could not feel it at all .,fear
7279,Postgraduate students talking about girls stupid .,disgust
805,"A close friend first said he accepted an agreement , but later used that agreement as a reason for attacking me .",anger
7614,My friend and I worked for the community centre by holding a booth . One day my friend went off to another booth to play . This meant that I was very busy and could not maintain order . His behaviour disgusted me .,disgust
6495,NO RESPONSE .,guilt
461,A four year girl ran away from her father straight in front of my car . I was forced to use the emergency brakes .,fear
3496,Hearing of the death of a friend who had been skiing .,sadness
2852,If a close relative ' s life is in danger .,fear
6200,"[ There have been very few instances of disgust , as far as I can remember they are not important or worth mentioning . ]",disgust
815,Doesn ' t apply .,shame
5299,"When I realized the burden it was for my mother to look after all of us , all by herself .",sadness
3248,( 1 ) My father died . ( 2 ) My natural father contacted me a year after my father died and this angered me more as I thought he should be dead and not my father .,anger
1988,Stranded in the north of Fraser Island with a submerged 4 WD hire vehicle .,fear
4865,When my aunt went out of her way to help me out with my financial problems .,guilt
744,When I was told that a good friend was seriously ill .,sadness
946,When I noticed obvious marks of old age ( in a negative sense ) on a close relative of mine .,sadness
7216,First time in anatomy .,fear
5434,I am not good enough to join any team to play sport for the class .,guilt
2930,A friend of mine promised to come with me to the cinema but he didn ' t come .,anger
7229,Doing well in an examn .,joy
5046,When I realized that I was pregnant . I thought about what my relatives and friends would think about me and I felt a lot of self pity .,shame
2278,When my family heard that my Mother ' s cousin who lives in England wrote us to tell that he had cancer of the lymph glands .,sadness
4704,When I was afraid to tell my sports teacher at secondary school that I had not participated in the sports activities the previous day .,guilt
3034,Recently when I made a slip and blurted out indecent words in my mother ' s presence .,guilt
4712,I was at school whhen I received a letter from the dean of my school congratulating me for my performance at the previous year ' s exam .,joy
5264,My younger brother and sister were involved in an accident on their way back from school and my brother was quite badly hurt .,sadness
4418,When I talk to my friends .,joy
4128,When I learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy .,sadness
3829,I thought of myself as being clumsy when I made love for the first time with a girl .,shame
4114,The death of a friend .,sadness
4766,I was double crossing my fiancee and one day she caught me red handed . She forgave me later . I was very ashamed of what I had done .,shame
4442,When I decided not to out any longer with a girl whom I liked quite a lot . This made me feel low for a some time .,sadness
1095,My mother told me that the enveloppes that I had been tearing ( I had torn the stamps away ) in good faith had been the first - day enveloppes which my father had collected as a young man .,guilt
1510,"When I was younger I was very good in apparatus gymnastics . I always won in competitions , but once I was only at the fourth place .",sadness
3277,"When my grandmother died - I wasn ' t sad so much that she ' d died because she was old , but because she lived in the last few years in an old people ' s home and had nothing very much that was hers - no chair , or private space , and when I went to visit she would be sitting in the "" lliving "" room the TV room . It was hopeless . And I felt awkward so I didn ' t go and I was sad ' cos how I couldn ' t .",sadness
7457,Once while crossing a road I was overcome with fear .,fear
3175,When my son omits to carry out certain duties at home that he knows needs doing .,anger
872,"Accidentally dropped a friends camera flash , so that it was broken .",guilt
667,When I woke up after a nightmare .,sadness
4669,When I was caught with my girlfriend in the house at night .,guilt
3904,A good friend of mine died . During the funeral I felt an intense feeling of sadness .,sadness
3780,"When I had gone for a boxing tournament which ended at 2 o ' clock in the morning . I was alone on my way back , and I could hear the barking of the dogs , the nocturnal animals and the sound of my own footsteps . There had been a rumour circulating that there were ghosts in that area .",fear
5669,"after getting a fail notice for a math class , I realized I was not doing very well in school in any subject . I began to fear failing a class or two .",fear
107,When friends try to put me down or hurt me .,anger
5105,"The day I was nearly stabbed to death by ruffians who wanted to take my money . I refused to give them any money and they started running after me , I ran into somebody else ' s house to save myself .",fear
3692,"When a friend of mine had her period , while thinking she was pregnant .",joy
4849,I was disappointed by a girlfriend when I visited her at her home in Woodlands .,disgust
7431,When I found that my coldness had hurt somebody ' s sincerity .,sadness
6929,My uncle died in the Vietnam War .,sadness
388,Spots on the seat covers of my husband ' s car .,shame
5523,During a dance someone slashed my tires and dumped paint on my car . I had four other friends with me that I drove and furthermore it was raining .,anger
3449,"When I was 15 my mother discovered various items in my room which 15 year olds aren ' t usually expected to have - mainly alcohol , marijuana and contraceptives !",shame
6909,A woman picked her nose and spit right next to me .,disgust
2806,"I ' ve a situation of responsibility an employee who had a habit of being late , came late again after promising to say he would be at work in a few minutes , then arrived 3 hours later . He had been drinking .",anger
1848,"I was on a visit to friends who have a baby . The baby was crying in another room , but soon it became quieter and it seemed that it would fall asleep . I went into the room where the baby was lying - and it started crying again .",guilt
991,I had promised to call a girl but I did not do it .,guilt
1687,I had a discussion with my girl - friend . After some time we started to quarrel and at least - to get the upper hand - I said that she was not as important to me as she might believe . Some time later I apologized for that .,guilt
7166,Going to a concert .,joy
2738,Once I was alone at home . I suddenly felt unwell and there was no one to help me and call First Aid .,fear
7607,A friend told me that a boy wanted to get to know me . At that time I felt disgusted and thought that it was a nonsense thing .,disgust
188,Once I arrived two hours late to my work place ( a bank ) and I was still feeling feeble and tired .,shame
1404,When I lost my driving license because I had been driving while under the influence of alcool .,anger
2364,When I had my first sexual relation and it didn ' t work .,shame
6787,"I was asked to join my friend in a boat at Mangochi Lake Malawi and when making a turn , it seemed as if the boat would sink on the side .",fear
5163,I saw someone that I thought I knew repeatedly drunk . I do not like to be around alcoholics .,disgust
781,I was very angry with a girlfriend for interferring a little too much with my personal affairs . I told her so rather strongly and she started crying .,guilt
6960,Being together with my best friend .,joy
789,"When the person that I was very fond of , returned to me .",joy
7247,Some boys boasting about their ability to tell dirty jokes .,disgust
6880,Saw a father beating up his small child .,sadness
5134,When I discovered that the girl I was courting was a relative of mine .,guilt
6365,I was living with my brother and one day he went away on business and I was left alone to look after the house and the property . At night thieves came and wanted to break into the house .,fear
4368,In an exam I answered the questions rather carelessly and afterwards I thought that the exam would have been better had I answered more carefully .,guilt
3672,"I went to the ballet lessons with a little friend in the dark . On a very quiet place a boy approached us from behind and asked at what time the lesson would be finished . I gave him an avoiding answer , he took me up and wanted to run away with me .",fear
5271,When my girl went away for a holiday without saying good - bye to me .,sadness
373,The first time that I saw a surgeon cut off a leg and put it in a black rubbish bag .,disgust
5933,While trying to board a train I missed the footsteps and fell down on the platform .,fear
2962,"At an unworthy behaviour of a man , pettiness , stupidity and mostly at a philistinism .",disgust
3792,"I won the first prize at the science fair , the first of the kind at school and I was only in form II then .",joy
4260,"I learned that a class - mate had given a list , of peolpe who help each other in exams , to the professor .",anger
4982,When I was told that I had no right to control my lover .,disgust
516,When I met friends I had not seen for the last 2 - 4 years .,joy
4016,"I was testing my new roller skates in the street , suddenly a dog ran barking in my direction , very threatening . I was very startled and terribly upset .",fear
1195,"While cycling in the country , I came across a large herd of cows .",fear
2722,I felt guilt because on account of my ambitions I nearly turned my sister out of my parents home .,guilt
4705,I was in grade 7 . We had an inter - house volley - ball competition . In Luapula I was the youngest member of the team and I scored the winning goal using my head . I jumped up with joy and fell down .,joy
2609,When I entered in the University after a year of struggles .,joy
2740,When diving deep into the sea to reach the floor I felt breathless . I was cautious but I doubted I should be able to come to the surface and inhale .,fear
6250,My friend was badly hurt .,sadness
4718,"I felt guilty when I heard the results of my friend , who had failed . I wished that I had helped him .",guilt
5429,Before the first examn .,fear
5779,My old boyfriend - yes the same one - asked me out . We had a good time . Then he asked me out the following week . He actually took interest .,joy
4545,We were riding in a friend ' s car . He was driving very fast and suddenly a another car crossed the road in front of us . My friend had to turn the car rapidly .,fear
3054,At an exam in pharmacology I tried to prompt a coleague ( she asked me something ) and the assistant professor made me a sharp remark .,shame
474,When my husband and I decided to take a few days holiday after a particularly trying period .,joy
5795,"When someone tried to rape one of my best friends and he claimed it was her fault . He the hassled her , claimed she was loose , and threatened to sue her .",anger
1818,I read about a murderer who brutalized his victims by cutting open their stomaches and taking out their bowels .,disgust
5342,When my elder brother failed form five in 1968 when I was 5 years old .,disgust
2541,"When my brother went out with my new shirt that I adored , and returned it dirty with grease .",anger
2138,"When I was 17 , I told Mum I came in at midnight , when really it was 3 . 30 .",guilt
900,"I often feel guilty , and it has to do with other people , e . g . if I haven ' t visited my older relatives for a while .",guilt
786,The murder of two girls on a school trip to Berlin ( and sexual crimes generally ) a couple of years ago .,disgust
4798,I reachad home to find that my baby had not been bathed and fed .,anger
4181,When I met a very close friend of mine after one year of separation .,joy
1653,I had to take care of my little brother . When I met a friend I did not pay attention to him for a certain time and he was hurt while he was playing .,guilt
4454,We were on the road in a car when a lorry bypassed us . We had to swerve and we almost got run over .,fear
5615,When a pet died . The pet was the closest friend I had for 15 years .,sadness
2959,A fear of lack of personal powers .,fear
572,I had lied to a person because I had thought that I could not tell him the truth . When he found out he was not angry but understanding . We talked the whole thing over .,shame
3511,One of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully .,disgust
4563,When I entered a bar looking for a friend .,shame
459,"When I "" hated "" one of mmy flatmates who was nice to me .",guilt
7346,Waiting for the results of the High level examination . I was afraid of not being accepted .,fear
2690,When I couldn ' t find my dog which was missing .,sadness
1259,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals .,anger
5210,"Once my friend and I got into into a hot discussion on a very controversial topic . At one point of the argument I disagreed with her totally and I took what she was saying as an insult . So I couter - argued and unknowingly hurt her emotionally , I felt very sad about this .",sadness
6846,People not cueing in the college dining room .,disgust
3006,I got back too late after a Sunday going out without having called up home to tell where I was . my mother hadn ' t slept the whole night .,guilt
764,The death of a close friend .,sadness
2868,When one is alone and knows that all the others are celebrating .,sadness
1842,I bought a Christmas present for my girl - friend . On my way home I was really glad about having found such a suitable thing .,joy
6289,"When my neighbours accused my brother of stealing their rose - bush , I was very angry as he had not touched it at all .",anger
304,"I complained about a colleague ' s behaviour as she goes back on her word , is often absent and is irresponsible . I found out that she was an alcoholic and was trying to fight againt her addiction .",shame
736,Meeting generally dominating persons in social occasions .,anger
408,A film were a woman was attacked and raped . One did not see the worst but it had the desired effect - very strong .,disgust
4693,"I peeped into Maurine ' s bedroom and saw two people - Maurine anbd my step - dad . I thought , "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ?",anger
6148,"This happened when I was in the 10th standard . The paddy crops were in a bad shape as it had not rained and there was no water in the well , so I was in a very sad mood . I came to the conclusion that I would ignore the paddy field , just 12 hours after this it rained for one hour . This was a very tense time and the rain brought me tremendous pleasure .",joy
1783,"When I was a child , I was sometimes forced to eat things that disgusted me .",disgust
611,"I received a wedding invitation from an ex - flatmate , enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat .",joy
6191,"After I was thrown out of a car in an accident , this resulted in a fracture .",fear
2895,"Unfair and unjust attitude toward a person close to me , what I was the witness of , caused anger in me .",anger
4706,"I was escorting a relative on a bike , we passed by a dark road with bushas on each side . Half way down this road , suddenly , we saw a white dog appear from one side . Before we could do anything , it had vanished and moreover it did not seem to have any legs .",fear
442,When I feel helpless after having tried to help someone without any result .,sadness
7046,Falling in love with a close friend .,guilt
7599,I suddenly found that those whom I considerered to be my good friends did not care for me . Although I could still be with them I felt unimportant . I deeply thought about the reason behind this so as to see who was responsible for this . Finally I made up my mind and decided not to expect too much from them . I was sad when I decided that they were no longer my good friends .,sadness
6524,I met my girlfriend on the way and she joyfully welcomed me on the way home .,joy
6813,I felt guilty when I learnt that some of friends found the finished at the Cafeteria because I took food which was more than my share .,guilt
1744,"I thought that I had failed an examination , but when I was informed about the mark , I saw that I had passed it .",joy
5867,An Engineer I know wants war so he can get a job making bombs .,disgust
5108,"When a girl said in my back that we were in love , and she had actually refused me . When I confronted her she started insulting me .",disgust
5346,"When I was about to be bitten by my friend ' s dog , later on it bit me .",fear
1411,A colleague asked me to study with her . I could not explain things as perfectly as she had expected . So she reacted in an aggressive manner .,anger
1895,"On one occasion whilst engaging in horseplay with my girlfriend , I caused her to be physically harmed .",shame
7502,When I saw a lot of rubbish and animal waste on the floor .,disgust
5917,I felt ashamed when I had not attended a class and the teacher asked me the reason for my absence .,shame
890,My father dying .,sadness
7003,Foreign students playing loud music in the night before the biology examn .,disgust
5305,When my brother - in - law ' s brother stole my clothes when my brother - in - law and I had gone to cut wood for the fire .,anger
174,When my grandmother died .,sadness
2805,"I was in the Korean War . We were attacked with mortars , me and companion . We stopped the jeep and ran for cover . Fortunately neither of us was hit but we both came close to being killed .",fear
4093,"I was to meet a girl in a discotheque . She was very pretty and I was very happy . But she did not turn up . Thank God , there were some other friends there and I was able to have a more or less good time .",sadness
636,I met my present boyfriend on a boat trip to England . We had said that we would call each other when we got back to Sweden ( we were not going to the same town in England ) . As soon as I walked in he called from England as he could not wait till he came home .,joy
2711,I felt anger against a colleague of mine during a rehearsal in acting . He hadn ' t learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues .,anger
5071,When a boy who was drunk came into my room and misbehaved in the presence of my boyfriend .,anger
5813,Eating the last remains of dinner that someone else ( unknown to me ) had claimed .,guilt
2369,To buy a car and didn ' t like the business and the car .,sadness
5437,Insulted by the class leader .,anger
5565,My roommate leaving my drawers in a mess after plowing thourgh them looking for something .,anger
91,At a friend ' s birthday party with some of my closest friends . It was all very pleasant and one could say that I was happy to have such good friends .,joy
417,When I stole money from my mother and she asked me later if I was responsible . I never admitted it .,guilt
2785,I have a friend that I deeply trusted but it happened that I lost my confidence in her for which she herself was to blame .,anger
3494,Canoeing across harbour in winds - 20 knots and rising seas .,fear
1998,When after a party celebrating a friend ' s 21st birthday - upon leaving I found 10 people outside throwing up and further 4 unconscious .,disgust
7455,Failed to keep an appointment .,guilt
5741,"When one individual takes advantage of and / or injures another relatively defenseless individual , consciously . I feel disgust mingled with anger . A person on my dorm floor verbally assaulted another person for having a certain religious belief .",disgust
295,After an operation I had to stay in bed for a long time .,sadness
6573,I passed my MCE Examination . at first I was worried but when I heard my name I had joy in my heart and I arranged for a trip to attend a wedding ceremony .,joy
183,"I had a summer job in Sweden , and my boyfriend came to meet me on my birthday .",joy
7086,Saw an arrogant girl walking pass by .,disgust
4593,When a cousin of mine was discharged from the hospital after a long illness . I had thought that this illness would never end .,joy
2126,Walking in the dark by myself .,fear
1025,When my friend let my personal matters be publicaly known .,shame
5730,I dreamed that this girl and I were cuddling in bed when my girlfriend walked in . I really love my girlfriend so I felt guilty and sad . I know that this is a wierd example but the dream and the feeling was clear to me as if it had really happened .,guilt
3072,I felt disgusted about a teacher who had rejected all that was human in her . She refused to accept the flowers we gave her for the eighth of March and asked for a foreign parfume instead .,disgust
4161,Every time I went home with my school report .,fear
6131,"Students on campus were unnecessarily creating trouble just to heckle the authorities - not to achieve something concrete , but to further their own interest .",disgust
1137,"When before the last exam I have taken , I went out instead of studying .",guilt
4602,"When a person the same age as me insisted that I call him "" Mister "" . I refused to succumb , but he persisted and I got angry as he had belittled me .",anger
5762,When I saw a girl in my economics discussion section smiling and asking stupid questions to the TA . just to get attention . She was obviously ass - kissing . It happens in every Econ . discussion held weekly .,disgust
5309,When I told my uncle a false story - that people had stolen the books from my room and I demanded money from him . When he found out the truth I was in trouble .,guilt
5856,A party with no worries ( i . e . no tests homework etc . ) many friends were present and good music .,joy
1866,"3 years ago I served in the army . Once a collegue denounced me because of a delict , which is usually committed . I was arrested for 3 days . I still detest this man .",disgust
2247,"The weekend after I argued with my parents I went home again and they couldn ' t have been nicer . As soon as I walked in , Mum kissed me , then Dad , and thanked me for the birthday presents I ' d left for him , including a very sentimental birthday card .",joy
4690,When I insulted an elderly person for no reason .,guilt
1508,"Once our school class went skiing . On a steep slope a boy standing behind me lost his balance , fell down and drew me with him . I slided down the whole slope . At about 1 m distance from a tree I could stop .",fear
1113,"[ When after a night of sleeping in another ' s arms , one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning . ]",sadness
4605,"I was going around with a foreigner ' s wife and my entire family got to know about it , this was just when I had become a Christian .",shame
45,When I see children on T . V from areas devastated by drought and war .,sadness
5,When I did not speak the truth .,shame
1399,I read a book about the sexual phantasies of women ; I read about a woman having sexual intercourse with a dog .,disgust
4825,When a drunkard barged into a room where my friend and I had run in order to get away from him . We were all alone and all I could see was this hand coming towards me .,fear
7173,Talking to my close friend .,joy
4565,When some friends of mine asked me to go camping with them for a fortnight .,joy
1825,"When I was walking on the street , I slipped on the dung of a dog . I did not fall down , but I felt disgusted by the bad smell on my sole .",disgust
5450,Saw a snake unexpectedly .,fear
4370,It was more that fear - anguish - that I felt before my last exam .,fear
4609,When I was accused of having refused to do some hostel work while I was at school . Actually I had not been allocated any work .,anger
3989,"My girlfriend one day went out and promised to be back at 6 . 00 pm however she first arrived at 10 . 00 pm , without a message ( we had to go out that evening ) .",anger
5990,At the death of my friend ' s father and especially as this happened ten days before her wedding .,sadness
3086,I am disgusted with the behavior of a car driver whose car would run over me and my friends during our autumn brigade .,disgust
4837,"My baby sister was 2 - 3 months old and when I was trying to get her on my back , she slipped and fell .",guilt
5682,I went home and visited with my family and friends .,joy
2395,"I went to study in a public library but I didn ' t know it well . I got a book and wanted to study hearing music . Then I went to a place were I could do it , but when I passed by a door a bell rang and a man came saying that I couldn ' t leave with the book .",shame
2120,"When Dad went to a Sports Day and was the only parent there , and he was cheering for us .",shame
1733,My son ' s mother told me that she wanted to move to Vienna and take the child with her . This means a rather long distance for me . My whole family was sad and dumbfounded so that my own feelings were intensified .,sadness
784,"I felt unfairly treated at an airport , being told to use a different counter ( for domestic traffic only ) .",anger
2216,Someone smoking on Electric train ( Electric trains are non - smoking ) with alcohol smell coming from person .,disgust
5483,After receiving the grade on the paper mentioned in FEAR .,sadness
1394,In broad daylight I saw an untidy old man pissing and playing with his penis in the middle of the town .,disgust
983,"A man asked me : "" May I sleep in your stairway ? "" and I answered "" No "" .",shame
4759,When I walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside .,shame
3908,When I go out with my friend with enough money and good sense to our favorite dancing .,joy
4821,When I failed to secure employment after my form 5 in Lusaka despite my excellent certificate .,disgust
675,I was present when they found a shop - keeper dead in his shop . He had been shot with a shotgun at close range .,disgust
3237,NO RESPONSE .,shame
4387,I was at the table at a French friend ' s house . They served me a big dish with roast cauliflower and sauce . I had to eat it .,disgust
6181,"When I was in the 12th standard , I could not speak English . One day , while talking with my relatives I used a wrong word and my cousin corrected me , believing that I did not know English . I really felt ashamed then .",shame
2479,When I knew about my sister ' s in law finacial situation and what she was facing .,sadness
5293,"When a "" friend "" woke me up in the middle of a blessful sleep by knocking on the door . Then he started calling me names and saying that he had heard that I had been talking behind his back , this was a lie and the guy was drunk to the core .",disgust
3956,When I ate a rotten apple .,disgust
3176,When I saw my niece ( 5 yrs ) crying in the hallway for her mother who had passed away about a month ago .,sadness
1585,Small car accident . Black ice on the road - cars in front of us started zig - zagging and so did we . Car in front did a 180¦ turn we followed and ended up in a gully .,fear
2006,After making a joke about a friend ' s marriage that was too personal .,shame
4911,When my cousin passed away unexpectedly and tragically ( a murder ) .,sadness
2654,I promised to fulfill an errand . Later I understood it was impracticable . The explanation I gave was accompanied by a sense of guilt .,guilt
6417,I felt disgusted when a certain lady spoke words of sarcasm when I was trying to propose to her .,disgust
1799,When I had wrongly explained someone an important exemple for an examination .,guilt
3952,"When Christmas holiday started , I felt very joyful when I finished my last exam .",joy
828,"Having been unjustly punished , I feel disgust towards the person responsible .",disgust
600,"At my father ' s treatment of my mother , at his disregard for her , and not being committed to her .",anger
613,"Getting a terrible exam mark , which I couldn ' t understand the reason for , and trying to see a lecturer or tutor , but being given the runaround .",anger
2767,I am ashamed when I am not prepared in a subject and I have to answer in the presence of the patients .,shame
